date,open,close,high,low,volume_lots,amount_yuan,amplitude_pct,change_pct,change_amount,turnover_rate_pct
2026-08-04,25.95,26.02,26.45,25.70,880617,2288962091.66,2.92,1.32,0.34,2.54
2026-08-05,25.72,26.82,26.88,25.45,1030360,2724857181.53,5.50,3.07,0.80,2.97
2026-08-06,26.88,26.66,27.09,26.11,863334,2300277561.90,3.65,-0.60,-0.16,2.49
2026-08-07,26.72,27.13,27.56,26.68,850031,2309300923.04,3.30,1.76,0.47,2.45
2026-08-10,27.50,27.85,28.16,27.37,903048,2505520207.65,2.91,2.65,0.72,2.60
2026-08-11,28.13,27.23,28.99,27.16,1200303,3367194143.38,6.57,-2.23,-0.62,3.46
2026-08-12,27.98,27.44,28.46,27.29,1146193,3197730319.19,4.30,0.77,0.21,3.31
2026-08-13,26.90,25.89,27.06,25.83,1369355,3603512712.70,4.48,-5.65,-1.55,3.95
2026-08-14,25.54,25.91,25.98,25.44,590899,1519662681.58,2.09,0.08,0.02,1.70
2026-08-17,26.11,26.71,26.77,25.91,711622,1884363050.50,3.32,3.09,0.80,2.05
2026-08-18,26.43,26.57,26.84,26.31,465283,1233353873.79,1.98,-0.52,-0.14,1.34
2026-08-19,25.99,25.96,26.30,25.69,500570,1304612190.89,2.30,-2.30,-0.61,1.44
2026-08-20,26.28,25.26,26.67,25.11,853064,2195242469.26,6.01,-2.70,-0.70,2.46
2026-08-21,25.47,25.88,25.95,25.17,650515,1670967908.59,3.09,2.45,0.62,1.88
2026-08-24,26.28,26.29,26.38,25.88,589117,1540445189.41,1.93,1.58,0.41,1.70
